"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50"
"61",-31.8920149889846,-30.7714706438676,-27.6945897510191,-24.6873081238475,-23.0165302313998,-21.3743030555266,-19.4652225732212,-17.441513293837,-15.1362298239025,-12.3950555257344,-9.77175486595204,-7.26615276727101,-4.69618325798834,-2.47657734621815,-0.545642577661136,0.873910155360729,1.30504860657112,1.71039293166346,1.7839849001203,1.9368872582349,1.39458100305943,0.0302292331992255,-0.937331140849009,-2.31167060925895,-4.43580793166514,-5.42598712002439,-6.00939433949109,-6.95580500334257,-7.97510811864259,-8.40582289990975,-8.46787955644906,-9.04027018961682,-9.44538998604485,-9.9089497484154,-10.1199248250015,-10.2670622633186,-10.320676619045,-10.5507160836274,-10.5689852559208,-10.8317608479649,-10.7728377266942,-10.4128649872708,-9.97975547532312,-9.77967273968491,-9.81535606669627,-9.4913975264081,-9.18575871544048,-9.27380216787277,-10.7407519434786,-12.8365983281801
"62",-30.7206666528346,-29.1506616327831,-26.0210423888388,-23.5235165984204,-22.2075508771499,-20.7533774255909,-18.6450851824081,-16.2332380446089,-13.5827307661466,-10.8062710874236,-8.2466681503476,-5.79436614305271,-3.46624645373219,-1.57150059812726,0.00954036800177605,0.946923211680198,1.01119879987373,1.10247418637916,0.875414049662199,0.750732611264862,0.00712584077788403,-1.16606576103412,-2.07013422931673,-3.39954621992509,-5.35502329275051,-6.03805515433688,-6.57297387360228,-7.81573905873434,-8.77691853900153,-9.15385790141328,-9.04224039793705,-9.54640172084264,-9.76686083288009,-10.0425609334679,-10.2748896508578,-10.2208222563316,-10.1783057907359,-10.2647258728837,-10.2955854676334,-10.3837006992374,-10.1039868839625,-9.53884252631674,-9.0221259424553,-8.81489093671178,-8.74172722358906,-8.36281624486778,-8.3151100098095,-9.04469067883143,-10.9885187153608,-13.0444160904961
"63",-29.3031435837844,-27.2755823418069,-24.3463301510424,-22.5370480275715,-21.4965712781382,-19.9835465245612,-17.6699208210089,-14.9482017379076,-12.1364968727689,-9.41803541570521,-6.94862591043241,-4.60422925086284,-2.53489183950466,-0.958750325230394,0.161610920028593,0.614512250459675,0.282894721015803,0.0351975390084069,-0.389252392706582,-0.737416844933783,-1.47281449901149,-2.39533519352173,-3.35001275960042,-4.58437837486734,-6.28972867972368,-6.88824326002032,-7.56779772516156,-8.86222567440159,-9.70265741499637,-10.0498024492592,-9.66616782915768,-9.98217679797153,-10.0013064612073,-10.0173588829642,-10.0070691741551,-9.75999452259775,-9.58724565840361,-9.52458256756587,-9.39757594817728,-9.29881754070047,-8.94876881510556,-8.41172623329963,-8.10291310218858,-7.96770547588512,-7.66006293366959,-7.25643923456807,-7.68732087910254,-9.06137140074452,-11.3946434068393,-13.3459170887447
"64",-27.5917965690297,-25.2282093372646,-22.6016904892107,-21.4589240719268,-20.6011151704703,-18.8283242448759,-16.3562423707981,-13.4493564412834,-10.5921207633403,-7.89896823464013,-5.50622103545916,-3.39970378158441,-1.67124788562025,-0.445364003189073,0.183121961244594,0.145485577641287,-0.535244377427782,-1.06609558113126,-1.65342550246668,-2.15507405854601,-2.84028482572391,-3.75705550715244,-4.7859869827772,-6.02401890083078,-7.42802420389939,-8.124816335722,-9.02328447458002,-10.158788656302,-10.6484829518157,-10.7768819592835,-10.0386171557211,-10.1927286694556,-9.97364386126235,-9.78136160532142,-9.32242960113493,-8.80689047654738,-8.53745824901808,-8.40601285969746,-8.14921280855102,-7.88537242058525,-7.5521591918332,-7.15363794301136,-7.11986088956927,-7.09023168782922,-6.68701367364389,-6.38438608191121,-7.30445505043383,-9.39042931844528,-12.1230035027152,-13.96602687059
"65",-25.8599535016897,-23.3715746291298,-21.048154327056,-20.3064537331204,-19.4801751064264,-17.3098424571678,-14.6268805510636,-11.6548248159141,-8.79592117017453,-6.16222991158073,-3.91205537726325,-2.09575415490212,-0.694039684918086,0.106465732100357,0.284236808262599,-0.101656649004825,-1.04707773810525,-1.83054151997832,-2.54713745129691,-3.10014577697642,-3.83930794395838,-4.82804950034584,-5.90224886482914,-7.10508925821044,-8.30888957886581,-9.01804137938181,-10.0016591367272,-10.9880700149227,-11.1893813288253,-11.0374663944408,-9.95231225778289,-9.92139481887577,-9.32489696685169,-8.89088061585742,-8.01917814771618,-7.31009694041861,-7.0539750089397,-6.99688562320477,-6.69937043265139,-6.36200024784358,-6.17040864383689,-5.95312795549476,-6.08350963425103,-6.22799118077685,-5.92297037135269,-5.98529120957021,-7.44166330130296,-10.1854208944794,-13.272789695282,-14.9851354853498
"66",-24.6685406983991,-22.1431601552161,-20.0066914155247,-19.199558985735,-18.0469288927028,-15.4222148990993,-12.4766046992765,-9.49727541448388,-6.64699960211019,-4.17088004301718,-2.12610137572284,-0.633200724759567,0.492148928100455,0.901223994050201,0.720206325406907,0.187209111920555,-0.916038330751696,-1.877797793502,-2.6969418687143,-3.3911683218853,-4.36774872752489,-5.42824859690387,-6.45500745218831,-7.6185473586377,-8.58550273160712,-9.13048595566001,-10.0374798075527,-10.8589366627279,-10.8123369157371,-10.3239309128364,-9.07325765150967,-8.80878637642975,-7.94416122238346,-7.27273979051976,-6.15319192167552,-5.35566981464968,-5.23730135162888,-5.34804486654917,-5.1204619567939,-4.87349165447623,-4.91998582656507,-4.97966768481431,-5.23300352270904,-5.51324460056347,-5.51771079255596,-6.17881554115411,-8.26153742267899,-11.4082718063744,-14.6565205073986,-16.2449324410329
"67",-23.9965878575259,-21.3762127295439,-19.4496075603649,-18.3033369035298,-16.5276378738929,-13.3602140635132,-10.1271365593236,-7.11372878055967,-4.24533427648386,-1.93794213592079,-0.128566433616759,1.106289972635,1.95465663921795,2.02615127397845,1.47215914315805,0.766902139408864,-0.357424917127906,-1.40313000050999,-2.21570711397071,-2.96480880048647,-4.24975113618806,-5.47782429640846,-6.41606657288541,-7.47468629972111,-8.31075797609375,-8.65232174495048,-9.28715314249193,-9.74761024316978,-9.37360957138553,-8.6160157837241,-7.40154774777262,-7.05499447525946,-6.0614201023913,-5.23947059732158,-4.20762211044902,-3.57012851558792,-3.61632938390282,-3.81354945985094,-3.6385693914152,-3.56533277032367,-3.95336985289825,-4.39198774729421,-4.89023318453108,-5.35410682064523,-5.7571588622659,-7.01912151456655,-9.57354490595738,-12.7989261560708,-15.9191028949398,-17.4038670152515
"68",-23.326467143313,-20.7754690684364,-19.0607824645431,-17.5230639374401,-15.1442342633343,-11.4677742387765,-7.87477930521916,-4.75630498670134,-1.86222972429769,0.247355663036963,1.83265589410082,2.73177608751536,3.24197357120775,3.04675420960453,2.1799476855305,1.31492647992275,0.200127615363536,-0.915108216163381,-1.74525550168614,-2.52134794312578,-3.91974123464892,-5.20830236407044,-6.11977074577104,-7.12263286475982,-7.68986834828307,-7.75376714482104,-8.18256207262654,-8.0945790543464,-7.45041088700628,-6.67992800582297,-5.73691141972641,-5.48016960004796,-4.49461842471856,-3.64226423688119,-2.83557564230312,-2.56259912357143,-2.83987104984391,-3.12272782381833,-3.08003854495531,-3.2823441063012,-3.94067122361312,-4.61784178633313,-5.31015351794516,-5.93513945062545,-6.70057085502813,-8.50632488125487,-11.27894864851,-14.2423351376077,-17.133457278875,-18.6094111211505
"69",-22.4883994385332,-20.184582800292,-18.5901547528307,-16.6094653012429,-13.7147134813297,-9.7010188066064,-5.84980424770355,-2.71840720376044,0.0821567347472558,1.88683368477612,3.2490539578923,3.73742432668103,3.89229984629453,3.41532933442693,2.3698993194891,1.42120254350478,0.276581517292847,-0.88685140216454,-1.73136100206787,-2.53031814833361,-3.88352673267255,-5.14293715300794,-6.02794007833232,-7.04881331195436,-7.44043463810383,-7.19493368536158,-7.46738394537658,-7.084015206466,-6.29992679596987,-5.61272203402481,-5.11795646214857,-4.90987751649943,-3.96732702393812,-3.20961337430609,-2.63990660110925,-2.71220470213178,-3.15012237541815,-3.50638275304463,-3.69385978084249,-4.13674511111406,-4.84699042505281,-5.56347304852445,-6.35631588731541,-7.11501831055977,-8.2206763431643,-10.4644210376059,-13.2028070080389,-15.7621573474223,-18.3998126717773,-19.8817202689975
"70",-21.8016095103364,-19.8269384593095,-18.2329152238973,-15.7204407314336,-12.3101164529028,-8.11942312110746,-4.17521958303796,-1.08553099419772,1.45537719492423,2.8947221729183,3.99839812113252,4.08148847509925,3.83604116510668,3.04933587313148,1.9490734308184,0.948573160555899,-0.286610374690297,-1.52462131162411,-2.42562265371766,-3.19451130068715,-4.29964055640738,-5.45620762414385,-6.36445109703402,-7.46912135025975,-7.73781681519405,-7.24976119892602,-7.52485763369122,-7.03589036950278,-6.21818805704436,-5.50581514380118,-5.46794748489232,-5.28608564282317,-4.36437763788251,-3.87387341839778,-3.61587366454106,-3.88782862669417,-4.32399455377419,-4.7235620342431,-5.21906449400704,-5.82497000593206,-6.37918600509693,-6.93308728468736,-7.73967710264018,-8.68719221967023,-10.1567401585369,-12.6489420366035,-15.2349264614018,-17.3901677933982,-19.5881757870475,-20.9842853422906
"71",-21.5075804919881,-19.7822757747795,-18.1010973813637,-15.1174216364652,-11.2507019355765,-6.92999060676977,-3.03030300486674,-0.0343669959598207,2.12776798461591,3.12402129571864,3.91231702403145,3.62053895085561,3.06629219412005,2.1107946497529,0.96125545172644,-0.200833396946693,-1.57844288353281,-2.8242021162782,-3.69270950451831,-4.44134984418595,-5.38516935280796,-6.41922497700906,-7.30647335444692,-8.43270465863061,-8.52545666778106,-7.89043443841761,-8.23183933379365,-7.6464528621098,-6.99767265848672,-6.23250843618788,-6.442637730293,-6.25210418265693,-5.47041054692368,-5.22318221071661,-5.16693036520372,-5.61278161452617,-6.08894239131776,-6.59184541113316,-7.34657641075459,-7.99713344669005,-8.41217216355861,-8.81954755769509,-9.5443626349074,-10.6054843544009,-12.299804758303,-14.7103287950995,-16.9584272855752,-18.775878449727,-20.5465126341434,-21.780740054118
"72",-21.5446008974403,-20.0248332339977,-18.1605916335424,-14.8961929106426,-10.6955225864172,-6.2990922699771,-2.50433617410572,0.298412100925352,2.04263673810266,2.5862356081734,2.91083276424887,2.30449829955456,1.58057689606118,0.540060515962441,-0.716939785109223,-2.04510558123716,-3.4443256845462,-4.63533026904809,-5.52767037009633,-6.33056975888521,-7.23110048874103,-8.07169707914101,-8.97062810699251,-10.0209923359331,-9.97808376760546,-9.2255732177282,-9.55628388995951,-8.84686948992146,-8.41411693620248,-7.62825147838272,-7.79577257307499,-7.59943020725072,-7.14559884848469,-6.9915718032016,-7.03387967926302,-7.56991832060688,-8.10784408951559,-8.74408045010768,-9.74259107927342,-10.4091104414513,-10.7747210940374,-11.1256977961819,-11.6055946625421,-12.5454844246001,-14.1495446698214,-16.2205849312322,-18.0621275555324,-19.7345018262048,-21.2511250280663,-22.4873676278849
"73",-21.5273012821702,-20.1768285023281,-18.0965204768053,-14.6640627527791,-10.3556029316084,-6.07553776981736,-2.62655072001021,-0.254451066110184,0.964224308737622,1.08116653423128,0.966264020106643,0.0933917218194944,-0.832355048640391,-2.00453490558373,-3.35463964023981,-4.78374180268314,-6.13795099839315,-7.21328921697561,-8.11477757752228,-8.97560067118217,-9.88571104522133,-10.3838216865716,-11.2001604496839,-11.9800751399036,-11.8714796848042,-11.1500763220006,-11.3322904292497,-10.6456031632644,-10.2183652157576,-9.4672380322385,-9.68474397303775,-9.63692680024785,-9.51432155761103,-9.34895465151456,-9.37085828979579,-9.8418089571964,-10.4435178441698,-11.2054372117062,-12.3475316760464,-13.0250265788456,-13.3724775991131,-13.6364369150957,-13.8671749419918,-14.56196237469,-15.7367480132656,-17.2940984137405,-18.8277509682583,-20.4706753272387,-22.0220939710376,-23.2335916154778
"74",-21.062774208817,-19.8044373894071,-17.5243773758485,-14.0102704540508,-9.824355361792,-6.05056255428545,-3.20162247045858,-1.49601985926535,-0.85172095886053,-1.14871111668533,-1.69721591105691,-2.88031070679475,-4.04391502862838,-5.36987255644162,-6.68156628944601,-8.08125918517308,-9.32381343475562,-10.2603087768621,-11.1209099832646,-12.0444518782859,-12.9717038131762,-13.1306638882383,-13.7571018186206,-14.1188075103724,-13.8948841540491,-13.281995467892,-13.2502434602131,-12.6912047777473,-12.1580233422103,-11.3078989128785,-11.6892265841215,-11.8013827490658,-11.9830413011076,-11.8808799653434,-11.9899378793847,-12.4333388033407,-13.0039628189461,-13.7894626949171,-14.8237028282721,-15.3415253259824,-15.5747374123295,-15.8374408891607,-16.0596031950169,-16.5272036815003,-17.1071980569527,-18.1749557165877,-19.5656538018421,-21.1709771949891,-22.8143000642608,-24.1447879862983
"75",-20.3745692650253,-19.0958861848747,-16.6695562694956,-13.1050693253121,-9.22359788965593,-6.16098330874227,-3.9553343461487,-2.98664241250438,-2.85265441666059,-3.52415436515554,-4.44310845604106,-5.95336254646104,-7.25460976431193,-8.6732229982395,-9.95199218542358,-11.2649825582347,-12.2713790701256,-13.0676246089392,-13.890230216945,-14.888909548163,-15.7585623033684,-15.6469565606516,-16.0684474052601,-15.9002440828999,-15.5705219171601,-15.0203883484602,-14.5854840605474,-14.0914337477406,-13.6198830972861,-12.7280405272998,-13.1325622272839,-13.3390722329088,-13.8138643595237,-13.9717208658047,-14.2510012993206,-14.7871267950032,-15.1781610665482,-15.8282497839043,-16.5083727656174,-16.8109993505496,-17.0340784441188,-17.4717074179813,-17.8654385727827,-18.2034706008435,-18.2643413322473,-19.1084210335143,-20.4614812700612,-22.0507962195451,-23.7591403037626,-25.1367625862671
"76",-19.9372268380911,-18.527062212647,-15.9220168382621,-12.4510117412142,-8.95769751936516,-6.48146230722386,-4.87317983433933,-4.51572665337736,-4.79997045822982,-5.71526927944025,-6.89374469529434,-8.55694694647427,-9.93473424601668,-11.4079330785553,-12.7074184972607,-13.8341343885353,-14.5892907521083,-15.3224428679293,-16.2066228568316,-17.1454827166598,-17.8669734560357,-17.641827863317,-17.9457333974898,-17.370850522348,-16.8811826509426,-16.0969903216753,-15.2613414634369,-14.7543704311234,-14.3299830236465,-13.4871212046776,-13.7548100454674,-14.1274720173751,-14.8540624431016,-15.2172982642469,-15.6507136287632,-16.2854288097127,-16.5434459619737,-16.905920605386,-17.1896484656497,-17.3236958215096,-17.6094858020603,-18.2228850337383,-18.8703111072058,-19.2747008231562,-19.1758375614584,-19.9947396782672,-21.3202105995584,-22.9299038082964,-24.7417108595476,-26.0645630364789
"77",-19.9205794430907,-18.215490857844,-15.4798091019413,-12.2443596414975,-9.14238220267735,-7.22564396643815,-6.1774473976415,-6.28971248728957,-6.856618962605,-7.80858046789727,-9.06226551150769,-10.6978376261591,-12.0758469612814,-13.5491685858429,-14.8117143605093,-15.779772931598,-16.3667130602148,-17.0212501249072,-17.8548095430179,-18.643651992324,-19.1011246080876,-18.9818217566692,-19.1007043561693,-18.235946026949,-17.6824989063216,-16.5999279119116,-15.3904245457271,-14.9123334404614,-14.4658820478718,-13.6399621165056,-13.8041940133926,-14.4293672989684,-15.1882627630883,-15.5428323266072,-16.0346518566845,-16.8270279723099,-17.0525088599041,-17.282242363164,-17.2993255667838,-17.4202874406974,-17.9007224582456,-18.653685290888,-19.563514208716,-20.1888390977143,-20.1999893977345,-20.9511433428535,-22.1922092211466,-23.7146691336138,-25.5481804509403,-26.6231061536408
"78",-20.051010742702,-18.1520410556057,-15.4602761064767,-12.588518668244,-9.95632605252354,-8.57779651466716,-7.94715248782984,-8.37676348777859,-9.09617574343154,-10.0244706799995,-11.2891632656145,-12.8379114886305,-14.1683736457768,-15.6028052221807,-16.7382009405399,-17.4831428779569,-17.9147077104526,-18.4916936967388,-19.2579966519765,-19.7765122408564,-19.8600966725243,-19.8374231351198,-19.5634852928997,-18.4202023267302,-17.8877373373851,-16.7726007747629,-15.2508793588847,-15.0148502197276,-14.5525445318098,-13.7697826102949,-13.9908242505321,-14.7808037823651,-15.3839239516097,-15.7110871976906,-16.2370572671205,-17.0090360103356,-17.2760964299181,-17.5363460598306,-17.5184665252899,-17.7357799943653,-18.3868261589372,-19.2035015915521,-20.3730817861381,-21.2185537847564,-21.4822551105514,-22.1583313285379,-23.3066446530452,-24.6019147636721,-26.2697411602936,-26.9900214101204
"79",-20.1094190223439,-18.1587820538942,-15.7123464076371,-13.327889448025,-11.2440205947434,-10.3695595779592,-10.0984945071852,-10.774611061788,-11.5962182919683,-12.477799249097,-13.6122999294234,-15.053584376165,-16.3969306313499,-17.8276893084146,-18.815125611084,-19.2928735658166,-19.5114930611232,-19.9289948755942,-20.4048049116641,-20.503198150862,-20.2905096223665,-20.2111498925012,-19.5536279357116,-18.1990376943706,-17.6654366025709,-16.7586120495883,-15.154633991258,-15.2533234958648,-14.7263653386881,-13.9541120280297,-14.4830528271999,-15.4532752718741,-15.7330380006967,-16.0092525585927,-16.5298475398766,-17.1050815217519,-17.4103106238315,-17.8397927817303,-18.0483239694625,-18.391386918166,-19.1557487280436,-20.015666448878,-21.2230747420667,-22.1551240509228,-22.6444099317936,-23.2577278686763,-24.4135685006108,-25.5377275919443,-26.8571843363179,-27.3804561191649
"80",-20.2323505172507,-18.3099887532667,-16.1551519313443,-14.2669134375767,-12.7429414127008,-12.3509523081004,-12.4053488173108,-13.302545798706,-14.1839677546755,-15.0867736736743,-16.0660323521303,-17.266072499233,-18.5236280717721,-19.8425616747286,-20.6575229892084,-20.9397550600654,-20.9272016439674,-21.1123940646286,-21.2905899947903,-21.0828156035925,-20.625831868227,-20.3015691340198,-19.4334468629739,-18.1532091409173,-17.5872446092025,-16.9526140422347,-15.5737681497638,-15.8865652582417,-15.1724939104728,-14.3854668895985,-15.205375513455,-16.3958302745575,-16.3138104343572,-16.6119897896208,-16.9947970034618,-17.4514858434614,-17.8452769590138,-18.44528031322,-19.0022714221668,-19.4907470322735,-20.1593221679582,-20.9831006806404,-22.0268628035367,-22.9207028796576,-23.5431375199277,-24.1200408899941,-25.2955863530157,-26.3388769761328,-27.2942471232168,-27.8171283313291
"81",-20.337561743601,-18.5202124907399,-16.7191271997649,-15.3030761973218,-14.3210431331428,-14.3633567624628,-14.6921802424202,-15.8260563614133,-16.7570410778115,-17.6568896311478,-18.5036651600719,-19.5180919148074,-20.6742707915733,-21.8464238369822,-22.4748689758754,-22.4762104587164,-22.1318549423087,-22.0027137304483,-21.9415349835301,-21.6115523188026,-20.9934657477543,-20.3793266500484,-19.4266620686185,-18.3772379919998,-17.8905088055115,-17.5035865056509,-16.4322774412036,-16.8386731413117,-15.8747117709355,-15.2296413872943,-16.1774922476753,-17.3937796633762,-17.0480654129624,-17.2632363737265,-17.587150226267,-18.1840730162014,-18.6990404394482,-19.4171172353362,-20.1597970929648,-20.7649956347665,-21.2947327397574,-21.9817863338326,-22.8041280236453,-23.5898169490398,-24.3107931924536,-24.8284401488818,-25.9149769332216,-26.7883551059889,-27.4384477372175,-28.0344458389362
"82",-20.5790475039974,-18.8681740925652,-17.4190454626743,-16.3650867631337,-15.9152347530474,-16.3799486887157,-17.019838894589,-18.1889813005549,-19.1109493411223,-19.9303283037793,-20.6913311399489,-21.5907378910073,-22.6463221879788,-23.7068029569994,-24.2219751714024,-23.8781574089289,-23.2411295816047,-22.8056038538881,-22.6321507929047,-22.1586670774817,-21.4049588598354,-20.5124638373766,-19.5221409417424,-18.8468228191379,-18.5082977909793,-18.1573727599539,-17.2893136665038,-17.7446976821083,-16.8200601369265,-16.369245698754,-17.3795912983784,-18.306213308129,-17.8259325545275,-17.9493089487467,-18.3311431629695,-19.1337633712221,-19.7938944382691,-20.504593836821,-21.3489404516295,-22.0654574236547,-22.4761972574018,-22.9739770377589,-23.5327668141779,-24.1709348306647,-24.8078405777031,-25.3058569138741,-26.2767300954728,-26.946033404388,-27.4206540249055,-28.242756752757
"83",-21.1202124889745,-19.5438231642623,-18.3844343995918,-17.5869570105394,-17.5616632771644,-18.3440437697706,-19.2554448406415,-20.2388630980947,-21.0575500618933,-21.7915915046592,-22.5440171894012,-23.3321266135187,-24.1710842878543,-25.0565049742623,-25.4297636226119,-24.8839706116334,-24.0835012652501,-23.4777391517312,-23.2177999580803,-22.6871189571109,-21.8269307717389,-20.7578642994501,-19.7370382291487,-19.3114324190825,-19.2240495829416,-18.7962388402713,-18.0727972254293,-18.427095546683,-17.7108250615984,-17.4753271454078,-18.3600169787312,-18.8495744348147,-18.3359625368158,-18.5561160528419,-19.0648691587573,-19.9946437941351,-20.8160705249396,-21.5281941851353,-22.3533767707713,-23.0317233679914,-23.4467193691778,-23.8662929779932,-24.2296980329776,-24.700158255634,-25.1625145197811,-25.6631317889296,-26.4706618356487,-26.9695168490792,-27.4391987905592,-28.618932297062
"84",-22.0530860168732,-20.6412855919553,-19.7094290369954,-19.1706050048331,-19.3011035729667,-20.264112233374,-21.3115434438807,-22.0002735441938,-22.6390846420667,-23.3549422572415,-24.1346524829713,-24.6683429655796,-25.1285040724738,-25.6645412112813,-25.8624721495579,-25.3150306678939,-24.5303686654771,-23.9812249668901,-23.5535045139373,-23.0210139573617,-22.1989370185727,-21.1169403360052,-20.121891244975,-19.8074708018964,-19.8946861567633,-19.4305282562476,-18.9704868115157,-19.12401695123,-18.559157918729,-18.3161472044981,-18.9997335612975,-19.1557290186716,-18.819163237281,-19.1177299357616,-19.6664747698471,-20.6207521158606,-21.5287532541654,-22.1803701457399,-22.9696718449471,-23.5626879883009,-23.9633728316905,-24.3847201526841,-24.6665893221439,-25.0538283659161,-25.4642600612325,-25.9259548945513,-26.5185865389361,-26.9328027832862,-27.4354024494078,-28.9208475673325
"85",-23.2772131328517,-21.9544293647881,-21.1649989804855,-20.8289446654336,-20.9624142480358,-21.9385448062942,-22.9159162893312,-23.3726025994212,-23.8975891193311,-24.5719197513924,-25.2911509269533,-25.5196880168093,-25.6269065885039,-25.7968817443632,-25.7445692036047,-25.2440508721984,-24.6236565829918,-24.1882435187111,-23.5414616982748,-23.1083271350422,-22.3743366306405,-21.4931171976565,-20.5978328978725,-20.2949349253855,-20.3824645806517,-19.9536471290657,-19.7403416680913,-19.6298007431157,-19.080448757927,-18.7842678048686,-19.3463021877822,-19.3369142546486,-19.1523573427905,-19.4789526748052,-20.1480670066792,-21.0246953223598,-21.8038455685698,-22.3860268851428,-23.1218845316078,-23.7288085838153,-24.1045603806266,-24.4916930848904,-24.7642450674159,-25.155494799838,-25.5852204758499,-26.0158932800706,-26.3180054143456,-26.6966867310709,-27.2603227835319,-28.9520464540035
"86",-24.3682366106266,-23.1459953355437,-22.3732990218943,-22.1711505897291,-22.4132308783057,-23.277716836367,-24.0732061921829,-24.3759038768449,-24.8007116995179,-25.4549661331678,-26.0788907986232,-26.0229024304912,-25.9606158126893,-25.8951943885061,-25.548065183521,-25.0876804966969,-24.7170714248953,-24.3949340848726,-23.6899676962027,-23.3303192057471,-22.5330671603154,-21.8344657748841,-21.0480713323046,-20.8490257617964,-20.7278762447551,-20.3407950631508,-20.2055542008588,-19.9664887074031,-19.4313132604847,-19.1881051892709,-19.7581809504435,-19.6073915851464,-19.4093127459671,-19.9174645887916,-20.8493817311612,-21.5576331801875,-22.0074099628887,-22.5024336526565,-23.1482468924796,-23.7178590831556,-24.0436946684297,-24.358575866471,-24.574086560438,-25.0114352766588,-25.4360432424803,-25.8627066727912,-25.8806154111503,-26.1834280808125,-26.9970874588529,-28.7924797453323
"87",-24.3682366106265,-23.1459953355437,-22.3732990218943,-22.1711505897291,-22.4132308783057,-23.277716836367,-24.0732061921829,-24.3759038768449,-24.8007116995179,-25.4549661331678,-26.0788907986232,-26.0229024304912,-25.9606158126893,-25.8951943885061,-25.548065183521,-25.0876804966969,-24.7170714248953,-24.3949340848726,-23.6899676962027,-23.3303192057471,-22.5330671603154,-21.8344657748841,-21.0480713323046,-20.8490257617964,-20.7278762447551,-20.3407950631508,-20.2055542008588,-19.9664887074031,-19.4313132604847,-19.1881051892709,-19.7581809504435,-19.6073915851464,-19.4093127459671,-19.9174645887916,-20.8493817311612,-21.5576331801875,-22.0074099628887,-22.5024336526565,-23.1482468924796,-23.7178590831556,-24.0436946684297,-24.358575866471,-24.574086560438,-25.0114352766588,-25.4360432424803,-25.8627066727912,-25.8806154111503,-26.1834280808125,-26.9970874588529,-28.7924797453323
"88",-25.1723455417907,-24.2081686091923,-23.4312105252938,-23.2471417416665,-23.6160369270898,-24.3391749192891,-24.9100163101086,-25.1410816781205,-25.4625153499008,-26.0929529522749,-26.6245637772554,-26.3888142630407,-26.2901400457167,-26.0794008371875,-25.5579569931251,-25.1786136707101,-24.9032421648503,-24.5137604759207,-23.8408436062124,-23.4817260897502,-22.6820922544603,-22.1037069614156,-21.3124609402167,-21.1479786947519,-20.8390380313465,-20.4089962521604,-20.2975778344761,-19.8980943558099,-19.4350238431129,-19.4413109971518,-20.0033617849097,-19.7749567045282,-19.7287624129691,-20.5026861791737,-21.6735102493752,-22.1676916072861,-22.3660221969409,-22.8229084880169,-23.3004724753493,-23.7097691149904,-23.8718278533095,-23.9632290747816,-24.1196625742227,-24.5639666875567,-25.0065703964207,-25.5131808768784,-25.3223053082142,-25.6127650722444,-26.6926487566794,-28.4624851039552
"89",-25.8188784259902,-25.1301473000686,-24.3866201363871,-24.1810764441122,-24.6377522643999,-25.2926080841786,-25.7512781345401,-25.9714983152575,-26.3089975493229,-26.781668239103,-27.0183771060548,-26.7266588927327,-26.6267432431398,-26.2284484504974,-25.595406220708,-25.3001958754519,-25.0397559573632,-24.5161172273844,-23.8719487971317,-23.4975838542492,-22.8244279103411,-22.2772465169327,-21.4810702504002,-21.3072577346397,-20.8948474149913,-20.487239182809,-20.3244596293302,-19.7853784483929,-19.3941260578347,-19.6651096611742,-20.1591277159369,-19.8875349682861,-20.1166352305199,-21.1082464564956,-22.3235562306759,-22.7488261849805,-22.8834471473529,-23.3338611263654,-23.6093474818498,-23.8099849721438,-23.822777154101,-23.6316909637834,-23.6903439413907,-24.1375459420537,-24.6246254423529,-25.1124035649602,-24.7754758577342,-25.1484480261624,-26.4378870227651,-28.1116835175678
"90",-26.3520447933439,-25.7690077885282,-24.9884956554208,-24.8645783474807,-25.3417806337606,-26.0180539574009,-26.4652688315517,-26.68870527196,-27.049094096814,-27.3726140107055,-27.2948728564766,-26.9602582855558,-26.8404639291221,-26.3188021341623,-25.6763739815598,-25.4019718931009,-25.0595798871465,-24.3529276634591,-23.7029167519694,-23.3782902366454,-22.9406557185836,-22.3279893849464,-21.4764042596263,-21.2462503336429,-20.8452707944139,-20.6710923264618,-20.4449298111654,-19.8987779549512,-19.3711897299126,-19.7278921104706,-20.2089659084625,-20.0890813156479,-20.4582276648155,-21.4966197017715,-22.5484516349789,-23.0836438590832,-23.2630302445742,-23.6834703904933,-23.8458152445795,-23.9486936651454,-23.9602500822885,-23.6147658863732,-23.5277107439736,-23.8265796379639,-24.2690868018053,-24.5755134880139,-24.2048839220016,-24.8137147735887,-26.2297567647928,-27.7509620289323
